tweets_original,tweets_translater_face,polarity,polarityMultiClassifierTweetsOriginal,polarityMultiClassifierTweetsTraduzido
" me dá essa brusinha, o bicha maravilhosa essa mulher #VideoShowAoVivo","It’s a good thing to do, it’s a good thing to do, it’s a good thing to do, it’s a good thing to do.",1.0,1.0,1.0
se fosse eu eu ia fazer macarrão com sardinha enlatada kkkkkkkk #MasterChefBr,If it were me I would make macarron with enlated sardine kkkkkk #MasterChefBr,0.0,0.0,0.0
#MasterChefBR hj a luta vai ser boa!,#MasterChefBR hj the struggle will be good!,1.0,1.0,1.0
"Todo mundo segurando  
🕺🕺🕺
#AltasHoras",Everyone keeps  #AltasHoras,0.0,0.0,0.0
"E lá se foi mais um crush do Masterchef 💔
#MasterChefBR",And there was another crush from Masterchef  #MasterChefBR,-1.0,-1.0,0.0
"Quando nossos recursos chegam ao fim, os recursos de Deus estão todos disponíveis.#SextaDetremuraSDV #MaisVoce #NoisEhFeioMais","When our resources come to an end, God’s resources are all available.#SextaDetremuraSDV #MaisVoce #NoisEhFeioMore",0.0,0.0,0.0
#MaisVoce Eu quero esse pijama da Ana Maria 🦄😍,I want this pyjama from Ana Maria.,1.0,0.0,0.0
"Depois do escândalo do Temer e Aécio, Ana Maria Braga vestida de unicórnio é a pior coisa que você vai ver hoje.
#MaisVoce","After the scandal of Fear and Aécio, Ana Maria Braga dressed in unicorn is the worst thing you’ll see today.",-1.0,-1.0,-1.0
"Quero um simpatia pra #robertocarlos me receber no camarim. Fui  show aqui, e nao deu certo mesmo estando bem pertinho dele #videoshowaovivo","I want a sympathy for #robertocarlos to receive me in the room. I went show here, and didn't go right even being well relevant to him #videoshowaovivo",-1.0,-1.0,-1.0
Que roupa é  essa Tie? #Encontro,What kind of clothes do you wear?,-1.0,0.0,0.0
Nossa! A Sandy está num nível de beleza que só Jesus. Chega a ser um insulto com a população desprovida disso #Encontro,Our! Sandy is at a level of beauty that only Jesus. It comes to be an insult with the population unprovided of it #Meet,1.0,1.0,-1.0
"Orquídea lembra o filme da Anaconda e a orquídea sangrenta, tipo.. 
#encontro","Orkide recalls the movie of the Anaconda and the Blood Orchid, type.",0.0,-1.0,0.0
#ConversaComBial E BEBO DOBRADO OUVINDO UM MODAO,#ConversaComBial and Bebo Dobrado Listen to a Fashion,0.0,0.0,0.0
Quando a mulher vai presa grávida fica com a criança até 6 meses depois o filho vai morar com algum parente ou pra adoção #ConversaComBial,When the woman gets pregnant stay with the child up to 6 months after the child will live with some relative or for adoption #ConversaComBial,0.0,0.0,0.0
"Catra vai ser pai again, novidade nenhuma kfjfondpzmdldmdl
#TheNoite","Catra will be father again, no news kfjfondpzmdldmdl #TheNoite",0.0,0.0,0.0
Que confusão essa essa prova #MasterChefBR,What confusion this test #MasterChefBR,-1.0,-1.0,-1.0
 é o cara! Toda sexta fica mais linda ouvindo as poesias dele! #Encontro,Every Friday it becomes more beautiful by listening to his poems!,1.0,1.0,1.0
"sardinha é uma das 7 maravilhas do mundo, com espinha e tudo #masterchefbr","Sardinia is one of the 7 wonders of the world, with spine and everything #masterchefbr",1.0,1.0,1.0
Tem uma menina parecida com a Vitória do Anavitória no Altas Horas hsjshshs #AltasHoras,You have a girl like the Victory of Anavitoria at High Hours hsjshs #High Hours,0.0,0.0,0.0
#AdoçãoTardia temática importantíssima em ser levantada. #Encontro parabéns!,This is a very important theme to be lifted up. #Gratulations!,1.0,1.0,1.0
To achando q o problema é o avental azul #MasterChefBR,To find q the problem is the blue avental #MasterChefBR,-1.0,-1.0,-1.0
"Fátima cortando o convidado do #Encontro medinho de gongarem a globo, que deselegante!","Fatima cutting the guest of the #Meet Mean to gongar the globe, what diselegant!",-1.0,-1.0,-1.0
"Hoje o papo do  é com o , não dá pra perder!  #Carcereiros #ConversaComBial","It’s a good thing to do, but it’s a good thing to do, it’s a good thing to do.",1.0,0.0,1.0
"Maluma é muito lindo!
😱😍
#vivaoslatinos
#TheNoite",It’s very nice! 🙂 🙂 #vivaoslatinos #TheNoite,1.0,1.0,1.0
"Pode entrar, MARISA, E MARAIARA #ConversaComBial","You can enter, MARISA, and MARAIARA #ConversaComBial",0.0,0.0,0.0
"#TheNoite 

KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK MANOOOOOOOOO",The night KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,1.0,-1.0,-1.0
miriam tem fazendo hora extra no programa já #MasterChefBR,Miriam has done extra time in the #MasterChefBR program already,-1.0,-1.0,0.0
Se fosse a Fátima teria convidado só global q apoiou Aecio kkkkk #Encontro,If it were Fatima would have invited only global q supported Aecio kkkkk #Meet,-1.0,0.0,0.0
"#VideoShowAoVivo  sendo Tio, corrigindo (cortando) o   kkkk #épico","#VideoShowAoLive as a Son, Correction (cutting) the kkkk #epic",1.0,1.0,0.0
Eu sou assim kkk n consigo falar nd q sinto 😂 #Encontro,I am so kkk n can speak nd q feel 😂 #Meet,0.0,0.0,-1.0
"A linda da  no #AltasHoras 😊
O programa tá show!",This is the great show of the show!,1.0,1.0,1.0
É o tchan no #altashoras ❤️❤️❤️,It is the tchan on #altashoras ❤️❤️❤️,1.0,1.0,1.0
"Consolidados - GLOBO (15/05):

#AForçaDoQuerer 31.9
#OsDiasEramAssim 22.4
#TelaQuente 15.8
#JornalDaGlobo 9.2
#ConversaComBial 7.4",Consolidated - GLOBO (15/05): #AForçaDoQuerer 31.9 #OsDiasEramAssim 22.4 #TelaQuente 15.8 #JornalDaGlobo 9.2 #ConversaComBial 7.4,0.0,0.0,0.0
O cara que mais joga sujo falando sobre o que é justo ou não.  Difícil aturar esse Leonardo. #MasterChefBR,The guy who plays most dirty talking about what’s right or not.It’s hard to stop this Leonardo. #MasterChefBR,-1.0,-1.0,-1.0
Não posso com esse programa me dá um desespero pqp #EquipeAzul #MasterChefBR,I can't with this program gives me a despair pqp #EquipeAzul #MasterChefBR,-1.0,-1.0,-1.0
"Aí que agonia essa Marian, meu Deus do céu, mulher!! #MasterChefBR","So that agony this Marian, my God of heaven, woman!! #MasterChefBR",-1.0,-1.0,-1.0
SOCORRO QUE NERVOSO VAI TOMAR NO CU #MasterChefBR,The help that the nervous will take on #MasterChefBR,-1.0,-1.0,0.0
A Ana arrasou! Parecia a mais perdida #MasterChefBR,It looked like the most lost #MasterChefBR,1.0,1.0,-1.0
 hoje as duas equipes estão na luta agora basta saber qual será nocauteada. #MasterChefBR,Today the two teams are in the struggle now just know which will be nocauteed. #MasterChefBR,0.0,0.0,-1.0
"Preciso ler este livro! :D 
Adoro novela! XD
Saudades #RoqueSanteiro 
#Encontro",I need to read this book! :D I love the novel! XD Congratulations #RoqueSanteiro #Encounter,1.0,1.0,1.0
Acordei agora insatisfeita com o resultado do #MasterChefBR,I am now unhappy with the #MasterChefBR result,-1.0,-1.0,-1.0
As senhoras tão se achando as SABIDONAS do ferro de passar. Kkkkkk #maisvoce,The ladies so find the wisdom of the iron to pass. Kkkkkk #maisvoce,-1.0,-1.0,0.0
"#videoshowaovivo Nanda Costa lacrando na próxima das 19h00!!!! Adoooooro!!! Nossa eterna heroína de ""Salve Jorge""!!!! 💋💋💋💋💋💋💋❤❤❤❤❤❤❤❤","I'm not sure if I'm going to be a good guy, I'm going to be a good guy, I'm going to be a good guy, I'm going to be a good guy, I'm going to be a good guy.",1.0,1.0,1.0
mal começou o programa e eu já tô chorando #AltasHoras,It’s hard to start the program and I’m already crying #AltasHoras,1.0,-1.0,-1.0
Braulio sempre com suas poesias 😍 #Encontro,Braulio always with his poems,1.0,1.0,1.0
"Tá errado  o Victor não fez a prova pq ele se machucou, não foi um fator externo. Injusto com o Abel. #masterchefbr","That's wrong Victor didn't prove pq he wounded himself, it wasn't an external factor.",-1.0,-1.0,-1.0
"#ConversaComBial
Ansiosa pra assistir a conversa de hoje sobre política. Começa logo",#ConversaComBial Anxiosa to watch today's talk about politics.,1.0,1.0,1.0
" Bora melhorar as pesquisas sobre a cultura paraense, a DINDIN aqui é dinheiro! sacolé = chopp  #VideoShowAoVivo","Bora improve the research on paranoid culture, DINDIN here is money! sacolé = chopp #VideoShowAoVivo",-1.0,0.0,0.0
#AltasHoras apareceu o índice de morte na minha cidade tô muito assustado #BelemPedePaz,#AltasHoras appeared the death rate in my city I'm very scared #BelemPedePaz,-1.0,-1.0,-1.0
O Tchan já pode substituir a morena pela Bella Gil! #AltasHoras,Tchan can now be replaced by Bella Gil!,0.0,0.0,0.0
Rafael ainda nem nasceu e já escuta  #anjo #40semanas #EDeCasa,"I'm not sure I'm going to do it, I'm not sure I'm going to do it.",1.0,0.0,0.0
"#ConversaComBial, até que enfim um excelente programa de entrevistas na TV aberta. 👍","#ConversaComBial, until it ends with an excellent TV interview program.",1.0,1.0,1.0
"Amei o Nelson Xavier em Tenda dos milagres, estou lendo o livro de Jorge Amado.#videoshowaovivo","I loved Nelson Xavier in Wonderland, I’m reading the book by Jorge Amado.",1.0,1.0,1.0
Estava assistindo #MasterChefBR agr no yt e gente..a da Mirian tava ridicula parecia comida dos meus priminhos td misturado devia ter saido,I was watching #MasterChefBR agr on yts and people..a of Mirian tava ridicula seemed food of my primicles td mixed had to have gone,-1.0,-1.0,-1.0
"Amava Sexo Frágil!!! Essa risada da ""irmã"" do Lázaro Ramos era muito boa! #VideoShowAoVivo",I loved Fragile Sex!!! that laughter of Lazarus Ramos was very good! #VideoShowAoVivo,1.0,1.0,1.0
Felizmente Deborah a salvo #MasterChefBR,Fortunately Deborah saved #MasterChefBR,1.0,1.0,1.0
"  Isso  pede o fôlego e volta pra casa, pois ninguém mais aguenta você! #MasterChefBR",This requires breath and returns home because no one else can withstand you! #MasterChefBR,-1.0,-1.0,0.0
"A mãe do Serginho! ❤❤❤❤
#AltasHoras",The Mother of Sergey! ❤❤❤❤,1.0,1.0,1.0
"#TheNoite  o melhor quadro, Mestre mandou .","The Night the Best Picture, Master sent.",1.0,1.0,1.0
É o Tchan é minha religião #altashoras,It's Tchan is my religion #altashoras,1.0,0.0,0.0
Sofia linda esse seu batom tá show e Joaquim como sempre lindo bjusss da paraiba #VideoShowAoVivo,Sofie beautiful this her batom ta show and Joaquim as always beautiful bjusss of paraiba #VideoShowAoVivo,1.0,1.0,1.0
Vitor B é muito bebezinho   #MasterChefBR,Vitor B is very baby #MasterChefBR,-1.0,1.0,0.0
Não consigo olhar para a Sandy  e imaginar ela peidando!! #Encontro,I can't look at Sandy and imagine her painting!!,-1.0,-1.0,1.0
Amanhã nossa amada  no #AltasHoras com ,Tomorrow our loved one at #AltasHoras with,1.0,0.0,0.0
"Bixinho do  estava torcendo por ele, 💋 gato #MasterChefbr","Bixinho of the was turning for him, <unk> cat #MasterChefbr",1.0,1.0,-1.0
"O papai chegou HAHAHA #MrCatra 
#TheNoite",The father arrived HAHAHA #MrCatra #TheNoite,1.0,0.0,0.0
Esse sotaque da Lucero me mata tanto 😭 #DomingoLegal,This accent of Lucero kills me so much #DomingoLegal,-1.0,-1.0,-1.0
Lais Souza e muito linda #AltasHoras,Lais Souza and very beautiful #AltasHoras,1.0,1.0,1.0
E esse branco falando sobre racismo? Preguiça #Encontro,What about this white talking about racism?,-1.0,-1.0,-1.0
 o  tah no pgm do !!! #conversacomBial,I'm going to go to the pgm of the!!! #conversacomBial,1.0,0.0,0.0
Melhor programa #altashoras começando com #éotchan se eu amo? 💗💗💗,Best #altashoras program starting with #eotchan if I love?,1.0,1.0,0.0
Que fofas a Maiara e Maraísa gente!Lindas cantando Elis Regina Como nossos pais.Lindamente cantaram #ConversaComBial,What fofas to Maiara and Maraísa people!Lindas singing Elis Regina As our parents.Lindas singed #ConversaComBial,1.0,1.0,-1.0
Eu ligo agora no #MasterChefBR e estão logo fazendo comida da minha terrinha. Que saudade.,I am now calling at #MasterChefBR and they are soon making food from my land.,1.0,-1.0,0.0
"O prato do  tava tão legal, meu!#MasterChefBR","The dish of the tava so delicious, my! #MasterChefBR",1.0,1.0,1.0
 Coitada da Taís Araújo!!! 🍲😂😂😂🍲Kkkkkkk #MaisVocê,This is the first time I’m going to get to know what I’m going to do.,-1.0,-1.0,1.0
"Dêem os parabéns ao  pelo seu dia, pois hoje é dia do Zootecnista! 👏👏👏
#ÉDeCasa #EDeCasa","Congratulations on your day, for today is the Zootechnist’s day! #EdeCasa #EDeCasa",1.0,1.0,1.0
Ahhh vai começar uhuuu😍😍👏🏼👏🏼👏🏼👏🏼👏🏼💜💜  #MaiaraeMaraisaNoBial #ConversaComBial,"This is the first time I’m going to do it, and I’m going to do it.",1.0,1.0,1.0
"o Mestre mandou é o melhor quadro velho kkkk 

#TheNoite",The Master sent is the best old picture kkkk #TheNoite,1.0,1.0,1.0
"#VideoShowAoVivo
Fátima linda como sempre 😍👏👏👏👏",I'm so happy to live as always 😍😍😍😍,1.0,1.0,1.0
"Acho que o Victor B roda hoje!
#MasterChefBR",I think Victor B runs today! #MasterChefBR,-1.0,0.0,1.0
"Pensei que você pegadinha

#Encontro",I thought you got to #Meet,-1.0,0.0,0.0
Tô passada pra quanto essas moças são corrompidas pelo machismo e defendem sua femilidade como se fossem feministas #ConversaComBial,I'm sorry how much these girls are corrupt by machism and defend their femility as if they were feminists #ConversaComBial,-1.0,-1.0,-1.0
As azaléias podem virar árvores? #EDeCasa,Can Azalea turn trees? #EdeCasa,1.0,0.0,0.0
é claro que é a Dani Calabresa #videoshowaovivo,It is clear that it is Dani Calabresa #videoshowaovivo,1.0,0.0,0.0
Vivian vai ser chamada nos próximos dias para fazer um teste para o #VideoShowAoVivo,Vivian will be called in the coming days to make a test for #VideoShowAoVivo,1.0,0.0,0.0
imagina que top ser filha da Fátima Bernardes e do William Bonner #encontro,Imagine top to be the daughter of Fatima Bernardes and William Bonner,1.0,1.0,0.0
Eu tô com medo que o Douglas saia :( #MasterChefBR,I'm afraid that Douglas goes out :( #MasterChefBR,-1.0,-1.0,-1.0
História bêbada do  hj kkkkk #TheNoite,The Drunk Story of hj kkkkk #TheNoite,1.0,-1.0,0.0
AI CARALHO TO MTO NERVOSA #MasterChefBR,AI CARALHO TO MTO NERVOSA #MasterChefBR,-1.0,-1.0,-1.0
"#VideoShowAoVivo outra coisa jocaota. tem brilho, tem graça amoooo","It’s a good thing to do, it’s a good thing to do, it’s a good thing to do.",1.0,1.0,1.0
"#VideoShowAoVivo O da Mariah tá ridículo, o short está torto?","It’s a good thing to say, it’s a good thing to say, it’s a good thing to say, it’s a good thing to say.",-1.0,-1.0,1.0
#thenoite   Palmito do cú rosê,Thenoite Palmito of the Red Cube,-1.0,-1.0,0.0
"  
Plenitude. estado do que é inteiro, completo
Pra mim essa palavra define 
Nelson xavier 

#VídeoShowAoVivo","Fullness. state of what is whole, complete For me this word defines Nelson xavier #VideoShowAoVivo",1.0,0.0,0.0
Meu amigos que foram pra Tailândia fizeram aula pelo canal da  ... #MasterChefBR,My friends who went to Thailand took a class through the #MasterChefBR channel.,1.0,0.0,0.0
Pedro Bial entrevistou o Lauro Jardim... ele deu uma mini aula de apuração.  Amei! #conversacombial,Pedro Bial interviewed Lauro Jardim... he gave a mini-class of hardening. #conversacombial,1.0,1.0,1.0
Kd a turma do #MasterChefBR? Tô com saudade       ???,Kd the group of #MasterChefBR? you miss???,0.0,-1.0,-1.0
#VideoShowAoVivo é a Fátima Bernardes c certeza😁😀😘😘,"I'm not sure I'm going to be a good guy, I'm not sure I'm a good guy.",1.0,0.0,-1.0
Não entendo esses jurados do  querem e cobram criatividade de TDS menos da Yoko #MasterChefBR #xenofobia,I don't understand these jury of what they want and collect TDS creativity less than Yoko #MasterChefBR #xenofobia,-1.0,-1.0,-1.0
MINHA SERIEEEEE #TheNoite,My Series #TheNoite,1.0,-1.0,0.0
Hoje  estará no programa #AltasHoras Linda como sempre 😍,Today you will be in the #AltasHoras Beautiful as always.,1.0,1.0,1.0
"Cara vendo ontem #ConversaComBial chego à conclusão: tem alguém que ainda não ame ? 
Cara, elas vêm pra PG e ñ posso ir 😢😢😢","I'm not sure if I'm going to get a big deal, but I'm not sure if I'm going to get a big deal.",1.0,-1.0,0.0
"Tá rolando um boato que a Ana Luiza seria Profissional,isto procede  se for quero o Vitor B de volta pra ontem. #masterchefBR","It’s going to be a rumor that Ana Luiza would be Professional, this happens if I want Vitor B back yesterday. #masterchefBR",-1.0,0.0,0.0
"Aqui em Goiás galinhada pede milho verde, e se tiver pequi fica melhor ainda.
Amo.
#MasterChefBR","Here in Goiás chicken asks for green corn, and if you have peci becomes even better. #MasterChefBR",1.0,1.0,0.0
Confesso q nao sei qm eu qro q saia hj. Vcs despedaçaram meu coração. #MasterChefBR,I admit q don't know qm I qro q saia hj. Vcs broke my heart. #MasterChefBR,-1.0,-1.0,-1.0
